#,Job_ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,c0: Cooling,c1: Interior Lighting,c2: Interior Equipment,Total energy consumption
39,EP_G000000039,13.28447844,0.803724823,6.990897539,0.953147081,13.25888057,0.716873711,24.69188151,24.67591501,17,153024.19,23723.32,119077.92,295825.43
40,EP_G000000040,12.34610405,0.807173979,7.740184907,0.850467411,13.92106982,0.77485607,24.28502891,26.81079733,18,185796.67,26687.45,148651.08,361135.2
41,EP_G000000041,13.46540645,0.80669494,7.845836377,0.89539592,12.95803127,0.857770524,24.21022229,21.93989433,17,158055.61,25011.34,139248.94,322315.89
42,EP_G000000042,14.08258895,0.755722983,8.704907503,0.751996819,12.60041035,0.813913162,25.1514592,23.29281788,18,158069.1,26538.61,141330.92,325938.63
43,EP_G000000043,12.65237972,0.781242678,4.552059169,0.856005517,10.92802674,0.980088138,25.33599332,25.57730965,17,152922.41,13872.89,134180.26,300975.56
44,EP_G000000044,13.50897306,0.860970796,5.965328856,0.775761865,12.85716304,0.898541683,24.87991173,27.31205147,19,191059.66,23375.93,173678.62,388114.21
45,EP_G000000045,13.14498433,0.795493085,6.146674334,0.903413126,12.74879475,0.89294649,24.59528543,26.62029978,19,193299.08,28049.98,171142.37,392491.43
46,EP_G000000046,11.67171788,0.867266243,4.958413084,0.883424082,12.93000974,0.872013986,24.33065459,23.01123015,18,183343.29,17758.65,155380.58,356482.52
47,EP_G000000047,13.4132438,0.782220252,4.797095588,0.800737138,12.05508756,0.76230309,24.06828687,26.90947069,18,172676.12,15572.79,126640.46,314889.37
48,EP_G000000048,14.03705274,0.809410882,5.494332927,0.853238152,11.32757137,0.946523872,24.76432401,29.09722363,19,187912.58,23680.52,161187.5,372780.6
49,EP_G000000049,12.3626535,0.79453437,6.819349782,0.886821752,12.75447005,0.767156167,23.49368413,25.65752351,17,171161.6,21530.88,122582.35,315274.83
50,EP_G000000050,13.9062197,0.834776722,7.355586751,0.834053409,12.83521349,0.862054727,25.17954583,27.68126434,19,185316.83,30989.69,166341.62,382648.14
51,EP_G000000051,13.36899112,0.798015083,6.032612278,0.788250607,11.03533901,0.770893547,23.89730663,26.24125184,19,185897.36,24020.15,127891.91,337809.42
52,EP_G000000052,12.27209305,0.874132851,6.112798434,0.776737629,11.4581354,0.734404066,24.64710794,23.20415444,17,152562.07,16904.29,105421.88,274888.24
53,EP_G000000053,15.75718674,0.855596759,6.23099636,0.953137842,13.3147979,0.706819745,25.95228321,27.30669372,19,161420.05,29999.86,141483.65,332903.56
54,EP_G000000054,14.25243253,0.711127724,4.719459767,0.781277198,14.93010565,0.747628446,25.77991687,21.57269012,19,160571.36,18625.31,167807.62,347004.29
55,EP_G000000055,10.72811219,0.879952021,5.547538089,0.808040795,12.35456811,0.797177855,24.04287658,26.79018197,17,180830.46,15959.38,123385.62,320175.46
56,EP_G000000056,12.01117594,0.77272485,7.56490434,0.843876588,13.19885095,0.716714414,24.6392959,23.61822094,19,185828.98,32246.93,142214.95,360290.86
57,EP_G000000057,11.99890269,0.831079135,4.712634186,0.844925966,11.94283886,0.879956351,23.73277758,25.67877065,19,203902.41,20113.54,157990.76,382006.71
58,EP_G000000058,11.93264994,0.769695299,8.770246594,0.764992403,13.05877576,0.823132756,24.60465011,24.6788196,17,164234.15,23886.44,134664.8,322785.39
59,EP_G000000059,13.36708513,0.74224627,5.56121914,0.920711316,13.07438791,0.917618214,25.90118969,23.67512446,18,159488.84,20758.29,165332.34,345579.47
60,EP_G000000060,14.40104992,0.751802282,6.407313119,0.929542771,12.04159831,0.971449265,24.66988619,22.20284684,18,164416.42,24145.9,161205.07,349767.39
61,EP_G000000061,14.50034685,0.927374339,5.225730966,0.813126551,13.31446571,0.965943427,24.64817483,23.6376619,19,188260.22,21464.03,193347.44,403071.69
62,EP_G000000062,13.00070697,0.885929001,7.189119013,0.717077226,11.31500838,0.9532446,24.37384308,23.5629594,17,160716.44,18353.72,135126.64,314196.8
63,EP_G000000063,13.23460947,0.783126002,6.489778394,0.787198215,11.10798421,0.931780477,25.56480594,22.03808251,17,142036.08,18188.48,129667.34,289891.9
64,EP_G000000064,15.38185756,0.75463736,6.036875849,0.842091638,12.63907977,0.907605122,24.00730473,25.29684259,18,170415.63,20609.6,158083.6,349108.83
65,EP_G000000065,11.29681017,0.831984189,6.533815401,0.7512351,12.41118151,0.851035723,24.52070843,25.60051907,17,170559.05,17475.32,132325.23,320359.6
66,EP_G000000066,15.02356281,0.861222742,5.373605745,0.799596208,12.68597981,0.869033228,25.22302495,25.21327801,18,160101.69,17419.45,151926.95,329448.09
67,EP_G000000067,11.8483068,0.788721521,7.71933189,0.90181874,11.10414054,0.888025687,24.39632803,24.79406112,18,179941.22,28222.6,135889.19,344053.01
68,EP_G000000068,12.58880795,0.938490142,5.069014556,0.893534194,11.72791265,0.95571026,24.26579714,24.21529779,18,182786.74,18362.54,154461.91,355611.19
69,EP_G000000069,14.65937372,0.869078083,5.980142984,0.799822069,11.60907459,0.967616703,23.81844536,22.48071662,18,172098.98,19391.12,154801.58,346291.68
70,EP_G000000070,12.21092195,0.751745521,4.669650999,0.800814736,11.60121609,0.766862788,24.88002284,26.1037152,17,153654.32,13313.71,111455.86,278423.89
71,EP_G000000071,14.15326209,0.834545778,6.792290281,0.848654799,10.67366166,0.917540288,24.82133554,25.82172147,17,150829.15,20522.48,122693.15,294044.78
72,EP_G000000072,12.28904339,0.746980323,6.977395688,0.846771712,11.49417356,0.733694614,24.93062302,23.95476115,18,162475.19,23952.88,116216.42,302644.49
73,EP_G000000073,11.85401144,0.774167425,5.618967057,0.778243177,13.86547625,0.926050276,23.91646683,25.83175094,17,178969.67,15568.77,160861.12,355399.56
74,EP_G000000074,14.63565248,0.867728378,7.813467155,0.832048775,13.62800632,0.877557896,25.20150317,27.54758158,17,156652.57,23145.96,149826.92,329625.45
75,EP_G000000075,13.48275988,0.850554729,6.466857344,0.947236314,13.95201313,0.803901598,25.1285326,25.80218163,18,171108.13,24834.17,154566.08,350508.38
76,EP_G000000076,13.31793739,0.937942547,4.968051429,0.827761455,11.97846607,0.941813906,25.71965104,25.31740445,18,165946.21,16672.06,155467.9,338086.17
77,EP_G000000077,13.79802263,0.776936368,7.992450153,0.745188377,14.0164256,0.796834291,25.06709302,26.26288961,17,154287.52,21204.52,139922.33,315414.37
78,EP_G000000078,12.59046566,0.834599151,4.655741588,0.785707274,12.57424027,0.95923157,24.81307683,25.99824581,17,164767.98,13023.63,151107.83,328899.44
79,EP_G000000079,14.92112627,0.795713188,8.267511149,0.742138041,11.79896176,0.876238446,24.22250784,23.88126997,19,179169.1,30993.14,155427.94,365590.18
80,EP_G000000080,14.72986161,0.754041817,7.053363541,0.845666113,13.996887,0.890159188,23.33468714,25.60903213,19,199809.44,30130.15,187310.5,417250.09
81,EP_G000000081,13.38373382,0.792578539,6.331829961,0.826256662,14.35769686,0.853581605,23.40710848,28.89318603,17,180066.33,18626.31,153536.48,352229.12
82,EP_G000000082,13.8030451,0.847384117,5.003777721,0.853098693,12.17948384,0.758512861,24.08626857,27.81331407,18,174363.01,17305.94,127311.1,318980.05
83,EP_G000000083,13.60018075,0.849909825,6.630675668,0.958903766,11.40912023,0.783731501,24.14211018,23.66669922,18,168053.36,25776.91,123223.6,317053.87
84,EP_G000000084,12.88526097,0.922292475,5.78223788,0.838845444,11.19774681,0.973494045,25.63316166,25.63135221,19,182787.16,24501.01,163880.37,371168.54
85,EP_G000000085,12.83228325,0.766598135,4.27298192,0.877439374,14.16391254,0.956733909,24.30482226,22.27349639,18,180476.5,15200.09,186744.94,382421.53
86,EP_G000000086,13.00099071,0.832506082,7.651817667,0.803250395,12.33572016,0.852165356,23.54163396,25.83124512,17,171088.56,21882.56,131695.26,324666.38
87,EP_G000000087,10.83641428,0.788551768,7.808728779,0.795146337,10.55212688,0.930154009,24.15687558,22.29279391,17,167448.42,22105.99,122963.61,312518.02
88,EP_G000000088,10.61036569,0.864646898,6.199427383,0.821703375,10.96381319,0.863728393,24.11926137,22.56763464,17,170283.16,18136.32,118637.11,307056.59
89,EP_G000000089,15.74520086,0.78718478,5.94388988,0.720078672,11.89255586,0.795474448,24.93323936,22.45616005,18,148296.23,17351.97,130369.46,296017.66
90,EP_G000000090,15.23040557,0.799123983,6.099808416,0.860858557,12.79326041,0.795993574,24.77805935,24.1303947,19,171114.57,26524.92,153092.46,350731.95
91,EP_G000000091,13.05409594,0.753995633,6.558455499,0.871431216,13.00521892,0.969971447,24.99354783,25.25343761,17,160856.17,20347.79,158036.85,339240.81
92,EP_G000000092,14.41682108,0.8433748,6.933211164,0.775358589,10.82458733,0.710034247,24.32188458,25.73434119,19,173327.84,27154.58,115545.66,316028.08
93,EP_G000000093,13.70582289,0.887106619,5.819392944,0.82286337,13.65645347,0.770602786,25.27335435,26.61025512,19,181081.07,24188.64,158209.11,363478.82
94,EP_G000000094,12.92851246,0.807039008,7.138589961,0.747694664,13.23863323,0.929682512,24.37631374,26.72127709,18,185651.91,21638.88,169610.31,376901.1
95,EP_G000000095,12.94969217,0.846057855,5.299426782,0.800819554,13.41384552,0.762637612,25.05994429,22.42626614,19,176180.06,21437.28,153792.27,351409.61
96,EP_G000000096,13.9738002,0.90030306,4.683139882,0.881152665,11.67026942,0.983755227,24.55332694,26.9445863,18,176905.34,16729.63,158213.07,351848.04
97,EP_G000000097,12.78587071,0.968980404,8.202970151,0.77576009,13.98488862,0.752232813,25.15318509,29.31131917,19,197990.01,32144.35,158151.85,388286.21
98,EP_G000000098,11.5623847,0.814257862,6.164113433,0.93237539,12.43680497,0.912155645,25.19795782,27.8659638,17,169399.33,20461.81,142121.41,331982.55
99,EP_G000000099,14.29330669,0.879643854,4.333733532,0.865075391,12.00651549,0.807666721,24.5644407,26.03253705,17,152180.3,13347.46,121487.31,287015.07
100,EP_G000000100,14.54950312,0.860616463,5.929664606,0.79265276,11.78924812,0.977122013,24.97953169,25.01376881,17,152224.24,16733.84,144316.72,313274.8
101,EP_G000000101,14.97588584,0.758041223,6.759365958,0.818885618,12.69357242,0.90814166,24.96767074,28.52127709,17,154260.41,19706.6,144417.3,318384.31
102,EP_G000000102,13.59216687,0.86182077,6.705168386,0.925956424,13.01309478,0.84057109,24.07085896,22.23066798,18,173972.32,25170.87,150740.33,349883.52
103,EP_G000000103,10.99876725,0.813012965,7.002669627,0.834732844,12.97183282,0.804842867,23.99805248,25.49561285,18,193817.77,23697.86,143875.51,361391.14
104,EP_G000000104,14.17281352,0.94150087,4.259053361,0.767803121,14.23997979,0.755694573,24.24548604,23.92630114,18,171297.25,13257.48,148296.23,332850.96
105,EP_G000000105,13.43820887,0.826903824,7.420359314,0.864216596,12.27592986,0.792782707,23.74349946,25.52299081,18,178736.75,25998.34,134116.74,338851.83
106,EP_G000000106,11.95776274,0.819450241,5.924545526,0.896745258,11.4318822,0.952665558,24.53688347,24.28542134,19,194988.41,26836.76,163727.34,385552.51
107,EP_G000000107,14.43745733,0.857847671,5.566160351,0.864280892,14.4501254,0.729844744,23.76068187,25.67260999,17,161690.29,17127.47,132124.65,310942.41
108,EP_G000000108,13.25036261,0.858454047,6.139465096,0.880935172,13.49135315,0.802741288,24.02758965,27.21170107,17,168729.24,19255.6,135679.07,323663.91
109,EP_G000000109,14.35329301,0.781634129,5.839061584,0.811645379,11.44360671,0.975628348,25.01051617,26.27076411,17,151616.7,16872.98,139871.45,308361.13
110,EP_G000000110,12.80138749,0.874279775,7.887333605,0.790837089,13.25659729,0.902817131,24.49219705,27.84698035,17,172805.2,22207.5,149938.65,344951.35
111,EP_G000000111,13.65103551,0.889875819,5.588742041,0.862265443,11.14628672,0.831330996,25.51746739,29.80620575,18,165982.86,19536.78,127696.39,313216.03
112,EP_G000000112,12.54781557,0.752731571,6.727944869,0.826532481,12.40001728,0.852148885,25.44404255,25.47872719,18,166720.78,22544.49,145617.04,334882.31
113,EP_G000000113,13.88590478,0.726959177,7.082134402,0.942814037,13.67953636,0.761545608,23.64071173,28.03622886,17,167041.87,23772.38,130511.58,321325.83
114,EP_G000000114,13.85663331,0.766746621,7.839029589,0.888454361,12.99371958,0.841110166,25.45256564,23.08319515,19,172601.43,35180.62,164304.46,372086.51
115,EP_G000000115,13.38460778,0.759179286,8.772878604,0.768372588,10.90568368,0.847872178,23.98375488,22.6460924,17,153750.65,23999.19,115841.73,293591.57
116,EP_G000000116,14.60975505,0.950691817,5.389957533,0.78069688,11.50250752,0.75218541,24.73530448,27.19976389,18,163062.7,17059.48,119231.73,299353.91
117,EP_G000000117,14.53972472,0.815228043,6.582155556,0.870333026,13.25766282,0.988133401,24.9061232,24.8175058,17,157872.68,20395.58,164121.05,342389.31
118,EP_G000000118,12.8359843,0.803914819,4.864076412,0.868744639,12.55307966,0.860687316,25.11259374,26.09038604,19,184860.12,21345.12,162427.17,368632.41
119,EP_G000000119,12.11067403,0.859242275,7.768597642,0.78139288,13.22559089,0.744681755,24.70352087,28.44364764,17,168296.7,21611.98,123386.47,313295.15
120,EP_G000000120,13.89048487,0.747167973,7.331749064,0.843219578,10.91934709,0.915883992,24.56799207,23.22924896,18,162864.57,25063.76,137819.79,325748.12
121,EP_G000000121,13.4692463,0.848269827,6.351621798,0.830456559,11.64258465,0.964977645,24.95397719,23.28648574,17,153408.38,18779.5,140750,312937.88
122,EP_G000000122,12.03671022,0.840146967,6.655837634,0.864555182,14.32682826,0.870677477,24.40932792,22.6168282,18,184388.86,23328.86,171902.34,379620.06
123,EP_G000000123,13.86167444,0.790657479,8.773220832,0.858207033,13.98736918,0.777619836,24.14167306,21.14039445,19,183388.45,38032.7,163518.3,384939.45
124,EP_G000000124,14.51211526,0.856458067,7.559796899,0.895559421,11.46838107,0.712826319,24.7434161,24.28054754,17,143505.79,24103.89,102415.95,270025.63
125,EP_G000000125,15.34335229,0.724294626,5.759643445,0.977095192,12.13475284,0.720625135,23.79605749,24.28719332,19,173277.06,28427.49,131462.94,333167.49
126,EP_G000000126,15.80120622,0.889227334,8.03687521,0.924814409,10.61322531,0.988315315,25.27530325,24.80685258,18,157526.35,30132.82,144549.75,332208.92
127,EP_G000000127,13.21156526,0.972766742,5.583758814,0.742205433,11.55559845,0.783137889,24.14200507,24.20871529,19,186785.24,20934.22,136048.47,343767.93
128,EP_G000000128,15.53950876,0.855856935,6.859972032,0.921880334,12.65454315,0.956886879,23.48724259,21.56682453,18,174600.8,25638.64,166871.24,367110.68
129,EP_G000000129,14.39073109,0.918347346,7.724552786,0.870511832,11.81582296,0.874589716,25.61049955,23.53391446,19,170820.69,33966.75,155357.18,360144.62
130,EP_G000000130,13.52326328,0.939273157,5.128955092,0.87014731,13.11747421,0.746748972,24.58899845,23.72997767,19,181796.59,22543.83,147261.03,351601.45
131,EP_G000000131,13.79651548,0.771978803,5.009425096,0.851524413,13.14477155,0.747823783,24.31464794,26.69273078,18,170231.28,17293.5,135464.89,322989.67
132,EP_G000000132,12.98338401,0.77889105,5.877073344,0.899384732,12.38794474,0.720065424,24.53949317,24.62386673,17,152076.49,18818.68,111751.4,282646.57
133,EP_G000000133,12.8655014,0.718189737,6.602827317,0.910841808,13.67753656,0.80959048,25.25692332,21.32222745,17,146785.78,21411.91,138725.09,306922.78
134,EP_G000000134,13.89123316,0.822554164,6.097084334,0.778239081,11.49997378,0.881486844,23.91665526,26.77780413,18,176828.94,19236.82,139697.01,335762.77
135,EP_G000000135,13.71265601,0.800361229,4.903621322,0.78045143,13.0631561,0.777258389,24.2141987,25.25494888,17,156487.27,13625.28,127202.39,297314.94
136,EP_G000000136,15.51574894,0.823269071,6.325120281,0.86284406,11.72579553,0.730433759,24.80070179,25.91190007,19,166873.33,27568.12,128761.53,323202.98
137,EP_G000000137,14.89687449,0.803906976,5.173399254,0.866499642,14.01659399,0.739358605,24.56834219,24.62800266,18,162275.58,18173.66,142814.42,323263.66
138,EP_G000000138,12.00547549,0.843529985,6.351051725,0.910232128,13.97792164,0.921661483,25.33034331,26.15906967,18,184030.53,23436.67,177536.83,385004.03
139,EP_G000000139,14.65436441,0.874503756,5.952368243,0.790451001,10.71228571,0.73159548,24.82145175,28.38389291,18,159526.64,19074.92,108000.95,286602.51
140,EP_G000000140,15.1157754,0.799023182,5.231555947,0.808389674,12.67734572,0.934672769,25.90433513,24.905308,18,154328.24,17145.48,163291.04,334764.76
141,EP_G000000141,14.86393802,0.814772394,6.087934402,0.771155658,12.69575387,0.827897776,24.49750551,23.67008984,19,175789.54,23714.72,158014.96,357519.22
142,EP_G000000142,13.75550728,0.952597122,5.681346203,0.823863703,13.36851533,0.892412473,23.4248971,24.035196,19,202917.98,23643.55,179354.3,405915.83
143,EP_G000000143,15.52417024,0.831164034,7.591618996,0.851194666,10.96672461,0.805457532,24.61313733,28.67996671,19,176033.53,32641.44,132795.26,341470.23
144,EP_G000000144,12.0131144,0.76755696,7.236856299,0.924602444,12.98539393,0.767437449,24.235184,26.61244515,18,183926.77,27127.08,137332.25,348386.1
145,EP_G000000145,14.84859704,0.805870719,5.756298489,0.779233529,13.96164669,0.772000357,25.03145383,26.30819433,18,162311.61,18184.82,148534.92,329031.35
146,EP_G000000146,14.0817162,0.863853373,5.243366585,0.814832396,11.3908957,0.772258768,25.31185476,29.02764524,17,147791.62,15211.11,110205.3,273208.03
147,EP_G000000147,14.47876987,0.843252384,6.275505707,0.91826792,12.61922752,0.985189095,24.23446804,23.04403089,17,159982,20516.38,155752.17,336250.55
148,EP_G000000148,12.67642306,0.734146224,6.775407301,0.858912318,11.56204696,0.905514028,23.79731763,25.90924444,17,167478.14,20718.9,131163.1,319360.14
149,EP_G000000149,13.01131611,0.860210809,7.332815695,0.810476223,13.62919025,0.722738117,24.47592001,23.27785462,19,184540.94,30020.44,148086,362647.38
150,EP_G000000150,14.65121223,0.898006762,6.025794564,0.981210742,10.4372543,0.713493419,24.79296737,21.59031736,18,148725.93,23970.36,102624.41,275320.7
151,EP_G000000151,13.8790523,0.741592131,7.346751222,0.832878091,14.34932329,0.823462958,25.06869505,24.94921875,18,167675.77,24807.03,162835.81,355318.61
152,EP_G000000152,13.94300039,0.780350872,7.385664321,0.970704406,12.33594046,0.983400708,25.26936139,26.45064041,17,156367.62,25524.61,151979.33,333871.56
153,EP_G000000153,12.53932165,0.827651299,8.256519476,0.926324696,13.1971845,0.876102222,24.31255097,21.10073108,17,162379.67,27229.7,144849.77,334459.14
154,EP_G000000154,13.29538332,0.783182697,6.057274489,0.862712676,12.20201631,0.701684938,23.36225562,26.56145557,19,193072.38,26396.69,128717.25,348186.32
155,EP_G000000155,13.91645317,0.769215661,4.81234753,0.866074242,13.22737806,0.914840116,25.36976522,23.84859693,19,176224.59,21053.2,181920.63,379198.42
156,EP_G000000156,11.64393838,0.727519754,6.029409623,0.873230611,13.03126283,0.765794928,24.98839182,23.76139226,19,184187.53,26595.6,150024.43,360807.56
157,EP_G000000157,13.65416826,0.821029181,6.284154473,0.894930275,11.70317102,0.861856788,24.22909813,28.38657927,17,163449.39,20022.51,126363.14,309835.04
158,EP_G000000158,13.02582142,0.810999074,7.169605907,0.78764763,10.99922279,0.852852166,24.88989498,25.06644025,19,179988.32,28525.5,141025.86,349539.68
159,EP_G000000159,11.49345528,0.764660416,7.477430457,0.817313989,11.00152724,0.976547186,25.72783152,27.55064356,18,176210.74,24776.46,148054.17,349041.37
160,EP_G000000160,13.03676488,0.887254902,4.993265087,0.868365947,10.84969442,0.833945437,24.68240732,22.22680511,17,148893.7,15437.25,113354.01,277684.96
161,EP_G000000161,14.40519864,0.839908884,5.924846797,0.747593577,10.19013209,0.747258993,24.09606314,25.10301082,17,147370.83,15769.76,95396.56,258537.15
162,EP_G000000162,14.01749269,0.832907032,6.263621046,0.923703339,12.71686719,0.87881352,25.05443689,24.69957122,18,166413.37,23456.11,154010.84,343880.32
163,EP_G000000163,13.57454984,0.732150796,6.404520467,0.760115336,13.50007231,0.733454638,23.66355122,28.11584333,17,165528.48,17332,124048.38,306908.86
164,EP_G000000164,13.46525035,0.855721102,5.927433531,0.889530412,11.24751889,0.716831939,25.50172157,21.19206092,18,146920.93,21375.95,111108.81,279405.69
165,EP_G000000165,13.64852314,0.785545464,8.472799751,0.736055964,13.46192304,0.830796711,24.22632036,22.56048889,18,171660.1,25283.42,154126.14,351069.66
166,EP_G000000166,11.72890946,0.825271212,7.201455627,0.815132053,13.15694893,0.986110472,24.18852934,26.38701871,18,198190.89,23798.32,178794.93,400784.14
167,EP_G000000167,11.87181131,0.754750567,7.978109504,0.820957386,12.71035442,0.965710062,25.22996219,27.96589712,19,201434.45,33084.66,184530.18,419049.29
168,EP_G000000168,11.45325815,0.727855392,5.976409901,0.87149616,12.47118778,0.832127762,25.70530335,24.25869074,17,152068.39,18543.36,130010.84,300622.59
169,EP_G000000169,13.82288655,0.813132667,6.873528136,0.714454336,13.56739215,0.770259888,25.76319169,25.70691691,19,171350.93,24806.2,157107.4,353264.53
170,EP_G000000170,15.10546779,0.933162733,5.771764573,0.86307003,11.14271046,0.924039173,23.96497889,25.06760579,18,171392.63,20195.41,141891.26,333479.3
171,EP_G000000171,14.82876155,0.899953919,7.390579399,0.887714109,13.04000134,0.811421109,24.69197003,21.15338688,18,160887.19,26598.04,145813.71,333298.94
