9.999999999999999547e-07 9.999999999999999547e-07 1.000000000000000000e+00
9.999999999999999547e-07 6.250000000000000000e-02 9.375000000000000000e-01
9.999999999999999547e-07 1.250000000000000000e-01 8.750000000000000000e-01
9.999999999999999547e-07 1.875000000000000000e-01 8.125000000000000000e-01
9.999999999999999547e-07 2.500000000000000000e-01 7.500000000000000000e-01
9.999999999999999547e-07 3.125000000000000000e-01 6.875000000000000000e-01
9.999999999999999547e-07 3.750000000000000000e-01 6.250000000000000000e-01
9.999999999999999547e-07 4.375000000000000000e-01 5.625000000000000000e-01
9.999999999999999547e-07 5.000000000000000000e-01 5.000000000000000000e-01
9.999999999999999547e-07 5.625000000000000000e-01 4.375000000000000000e-01
9.999999999999999547e-07 6.250000000000000000e-01 3.750000000000000000e-01
9.999999999999999547e-07 6.875000000000000000e-01 3.125000000000000000e-01
9.999999999999999547e-07 7.500000000000000000e-01 2.500000000000000000e-01
9.999999999999999547e-07 8.125000000000000000e-01 1.875000000000000000e-01
9.999999999999999547e-07 8.750000000000000000e-01 1.250000000000000000e-01
9.999999999999999547e-07 9.375000000000000000e-01 6.250000000000000000e-02
9.999999999999999547e-07 1.000000000000000000e+00 9.999999999999999547e-07
6.250000000000000000e-02 9.999999999999999547e-07 9.375000000000000000e-01
6.250000000000000000e-02 6.250000000000000000e-02 8.750000000000000000e-01
6.250000000000000000e-02 1.250000000000000000e-01 8.125000000000000000e-01
6.250000000000000000e-02 1.875000000000000000e-01 7.500000000000000000e-01
6.250000000000000000e-02 2.500000000000000000e-01 6.875000000000000000e-01
6.250000000000000000e-02 3.125000000000000000e-01 6.250000000000000000e-01
6.250000000000000000e-02 3.750000000000000000e-01 5.625000000000000000e-01
6.250000000000000000e-02 4.375000000000000000e-01 5.000000000000000000e-01
6.250000000000000000e-02 5.000000000000000000e-01 4.375000000000000000e-01
6.250000000000000000e-02 5.625000000000000000e-01 3.750000000000000000e-01
6.250000000000000000e-02 6.250000000000000000e-01 3.125000000000000000e-01
6.250000000000000000e-02 6.875000000000000000e-01 2.500000000000000000e-01
6.250000000000000000e-02 7.500000000000000000e-01 1.875000000000000000e-01
6.250000000000000000e-02 8.125000000000000000e-01 1.250000000000000000e-01
6.250000000000000000e-02 8.750000000000000000e-01 6.250000000000000000e-02
6.250000000000000000e-02 9.375000000000000000e-01 9.999999999999999547e-07
1.250000000000000000e-01 9.999999999999999547e-07 8.750000000000000000e-01
1.250000000000000000e-01 6.250000000000000000e-02 8.125000000000000000e-01
1.250000000000000000e-01 1.250000000000000000e-01 7.500000000000000000e-01
1.250000000000000000e-01 1.875000000000000000e-01 6.875000000000000000e-01
1.250000000000000000e-01 2.500000000000000000e-01 6.250000000000000000e-01
1.250000000000000000e-01 3.125000000000000000e-01 5.625000000000000000e-01
1.250000000000000000e-01 3.750000000000000000e-01 5.000000000000000000e-01
1.250000000000000000e-01 4.375000000000000000e-01 4.375000000000000000e-01
1.250000000000000000e-01 5.000000000000000000e-01 3.750000000000000000e-01
1.250000000000000000e-01 5.625000000000000000e-01 3.125000000000000000e-01
1.250000000000000000e-01 6.250000000000000000e-01 2.500000000000000000e-01
1.250000000000000000e-01 6.875000000000000000e-01 1.875000000000000000e-01
1.250000000000000000e-01 7.500000000000000000e-01 1.250000000000000000e-01
1.250000000000000000e-01 8.125000000000000000e-01 6.250000000000000000e-02
1.250000000000000000e-01 8.750000000000000000e-01 9.999999999999999547e-07
1.875000000000000000e-01 9.999999999999999547e-07 8.125000000000000000e-01
1.875000000000000000e-01 6.250000000000000000e-02 7.500000000000000000e-01
1.875000000000000000e-01 1.250000000000000000e-01 6.875000000000000000e-01
1.875000000000000000e-01 1.875000000000000000e-01 6.250000000000000000e-01
1.875000000000000000e-01 2.500000000000000000e-01 5.625000000000000000e-01
1.875000000000000000e-01 3.125000000000000000e-01 5.000000000000000000e-01
1.875000000000000000e-01 3.750000000000000000e-01 4.375000000000000000e-01
1.875000000000000000e-01 4.375000000000000000e-01 3.750000000000000000e-01
1.875000000000000000e-01 5.000000000000000000e-01 3.125000000000000000e-01
1.875000000000000000e-01 5.625000000000000000e-01 2.500000000000000000e-01
1.875000000000000000e-01 6.250000000000000000e-01 1.875000000000000000e-01
1.875000000000000000e-01 6.875000000000000000e-01 1.250000000000000000e-01
1.875000000000000000e-01 7.500000000000000000e-01 6.250000000000000000e-02
1.875000000000000000e-01 8.125000000000000000e-01 9.999999999999999547e-07
2.500000000000000000e-01 9.999999999999999547e-07 7.500000000000000000e-01
2.500000000000000000e-01 6.250000000000000000e-02 6.875000000000000000e-01
2.500000000000000000e-01 1.250000000000000000e-01 6.250000000000000000e-01
2.500000000000000000e-01 1.875000000000000000e-01 5.625000000000000000e-01
2.500000000000000000e-01 2.500000000000000000e-01 5.000000000000000000e-01
2.500000000000000000e-01 3.125000000000000000e-01 4.375000000000000000e-01
2.500000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01
2.500000000000000000e-01 4.375000000000000000e-01 3.125000000000000000e-01
2.500000000000000000e-01 5.000000000000000000e-01 2.500000000000000000e-01
2.500000000000000000e-01 5.625000000000000000e-01 1.875000000000000000e-01
2.500000000000000000e-01 6.250000000000000000e-01 1.250000000000000000e-01
2.500000000000000000e-01 6.875000000000000000e-01 6.250000000000000000e-02
2.500000000000000000e-01 7.500000000000000000e-01 9.999999999999999547e-07
3.125000000000000000e-01 9.999999999999999547e-07 6.875000000000000000e-01
3.125000000000000000e-01 6.250000000000000000e-02 6.250000000000000000e-01
3.125000000000000000e-01 1.250000000000000000e-01 5.625000000000000000e-01
3.125000000000000000e-01 1.875000000000000000e-01 5.000000000000000000e-01
3.125000000000000000e-01 2.500000000000000000e-01 4.375000000000000000e-01
3.125000000000000000e-01 3.125000000000000000e-01 3.750000000000000000e-01
3.125000000000000000e-01 3.750000000000000000e-01 3.125000000000000000e-01
3.125000000000000000e-01 4.375000000000000000e-01 2.500000000000000000e-01
3.125000000000000000e-01 5.000000000000000000e-01 1.875000000000000000e-01
3.125000000000000000e-01 5.625000000000000000e-01 1.250000000000000000e-01
3.125000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-02
3.125000000000000000e-01 6.875000000000000000e-01 9.999999999999999547e-07
3.750000000000000000e-01 9.999999999999999547e-07 6.250000000000000000e-01
3.750000000000000000e-01 6.250000000000000000e-02 5.625000000000000000e-01
3.750000000000000000e-01 1.250000000000000000e-01 5.000000000000000000e-01
